Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Payment_Method,Order_Status,Name,City,Signup_Date,Age,Gender,Category,Cost_Price,Supplier,Total_Revenue,Profit
ORD2968,09-10-2025,C144,P504,1,999,0,Upi,Delivered,User_44,Delhi,12-03-2022,28,Male,Fashion,1200,Unknown,999,-201
ORD2969,30-10-2023,C439,P503,1,1500,0,Upi,Delivered,User_339,Mumbai,27-04-2023,45,Female,Fashion,600,ABC Pvt Ltd,1500,900
ORD2970,14-02-2025,C137,P502,1,1500,0.05,Cod,Returned,User_37,Bangalore,29-06-2024,28,Male,Electronics,1800,XYZ Traders,1425,-375
ORD2971,21-02-2024,C360,P504,10,999,0.05,Cod,Cancelled,User_260,Mumbai,12-04-2024,28,Female,Fashion,1200,Unknown,9490.5,-2509.5
ORD2972,27-07-2023,C551,P503,2,999,0,Credit Card,Cancelled,User_451,Delhi,16-02-2025,20,Female,Fashion,600,ABC Pvt Ltd,1998,798
ORD2973,01-06-2023,C465,P505,1,1500,0,Cod,Delivered,User_365,Bangalore,22-08-2024,45,Male,Home,2500,Global Corp,1500,-1000
ORD2974,04-05-2025,C132,P501,1,999,0,Credit Card,Delivered,User_32,Mumbai,25-04-2025,20,Male,Electronics,1000,ABC Pvt Ltd,999,-1
ORD2975,11-03-2025,C259,P504,5,1500,0.1,Upi,Returned,User_159,Mumbai,25-04-2025,28,Male,Fashion,1200,Unknown,6750,750
ORD2976,09-06-2025,C123,P504,10,1500,0,Cod,Delivered,User_23,Bangalore,21-12-2023,30,Female,Fashion,1200,Unknown,15000,3000
ORD2977,01-11-2023,C317,P503,1,2500,0.1,Debit Card,Delivered,User_217,Mumbai,16-08-2025,20,Male,Fashion,600,ABC Pvt Ltd,2250,1650
ORD2978,24-12-2023,C255,P505,2,999,0.15,Credit Card,Cancelled,User_155,Delhi,30-03-2025,20,Female,Home,2500,Global Corp,1698.3,-3301.7
ORD2979,06-03-2024,C562,P503,1,2500,0.15,Upi,Delivered,User_462,Mumbai,18-10-2022,20,Female,Fashion,600,ABC Pvt Ltd,2125,1525
ORD2980,24-09-2022,C293,P504,1,999,0.05,Upi,Returned,User_193,Mumbai,04-10-2025,30,Female,Fashion,1200,Unknown,949.05,-250.95
ORD2981,12-05-2023,C393,P501,10,2500,0.05,Debit Card,Delivered,User_293,Mumbai,15-06-2022,45,Female,Electronics,1000,ABC Pvt Ltd,23750,13750
ORD2982,27-12-2025,C195,P501,10,1500,0.1,Credit Card,Delivered,User_95,Delhi,01-11-2024,45,Male,Electronics,1000,ABC Pvt Ltd,13500,3500
ORD2983,19-01-2024,C366,P502,1,2500,0.05,Upi,Delivered,User_266,Bangalore,15-01-2024,45,Male,Electronics,1800,XYZ Traders,2375,575
ORD2984,04-06-2024,C465,P502,10,2500,0.15,Debit Card,Cancelled,User_365,Bangalore,22-08-2024,45,Male,Electronics,1800,XYZ Traders,21250,3250
ORD2985,24-03-2023,C280,P504,5,1500,0,Upi,Cancelled,User_180,Bangalore,02-05-2024,20,Female,Fashion,1200,Unknown,7500,1500
ORD2986,19-05-2024,C201,P504,2,1500,0,Debit Card,Cancelled,User_101,Bangalore,17-11-2025,20,Female,Fashion,1200,Unknown,3000,600
ORD2987,22-12-2022,C585,P503,2,2500,0.1,Credit Card,Delivered,User_485,Mumbai,09-02-2025,45,Male,Fashion,600,ABC Pvt Ltd,4500,3300
ORD2988,16-12-2024,C333,P505,1,999,0.1,Upi,Cancelled,User_233,Mumbai,28-08-2025,28,Female,Home,2500,Global Corp,899.1,-1600.9
ORD2989,28-12-2024,C130,P504,10,999,0,Credit Card,Delivered,User_30,Delhi,22-12-2025,28,Female,Fashion,1200,Unknown,9990,-2010
ORD2990,20-07-2022,C259,P503,2,2500,0.05,Debit Card,Delivered,User_159,Mumbai,25-04-2025,28,Male,Fashion,600,ABC Pvt Ltd,4750,3550
ORD2991,08-09-2024,C512,P504,1,999,0.05,Cod,Delivered,User_412,Delhi,19-12-2023,28,Female,Fashion,1200,Unknown,949.05,-250.95
ORD2992,20-01-2024,C534,P505,1,1500,0.05,Debit Card,Delivered,User_434,Mumbai,01-10-2025,28,Female,Home,2500,Global Corp,1425,-1075
ORD2993,26-11-2023,C523,P502,5,999,0.15,Credit Card,Cancelled,User_423,Mumbai,28-08-2023,20,Male,Electronics,1800,XYZ Traders,4245.75,-4754.25
ORD2994,29-04-2022,C225,P503,2,1500,0.05,Upi,Cancelled,User_125,Mumbai,30-09-2024,45,Female,Fashion,600,ABC Pvt Ltd,2850,1650
ORD2995,16-10-2022,C297,P501,10,1500,0.1,Debit Card,Delivered,User_197,Mumbai,10-10-2023,28,Female,Electronics,1000,ABC Pvt Ltd,13500,3500
ORD2996,04-12-2022,C501,P503,1,1500,0.05,Upi,Returned,User_401,Mumbai,02-08-2025,30,Male,Fashion,600,ABC Pvt Ltd,1425,825
ORD2997,29-06-2025,C565,P505,10,999,0.15,Upi,Delivered,User_465,Mumbai,30-04-2025,28,Female,Home,2500,Global Corp,8491.5,-16508.5
ORD2998,10-07-2022,C543,P501,1,1500,0.15,Upi,Delivered,User_443,Delhi,27-06-2023,28,Female,Electronics,1000,ABC Pvt Ltd,1275,275
ORD2999,04-05-2022,C346,P505,5,999,0,Upi,Delivered,User_246,Delhi,19-01-2022,30,Male,Home,2500,Global Corp,4995,-7505
ORD3000,07-04-2025,C109,P505,5,1500,0.15,Cod,Returned,User_9,Mumbai,11-06-2025,30,Male,Home,2500,Global Corp,6375,-6125
ORD3001,23-09-2025,C584,P501,10,999,0.15,Upi,Returned,User_484,Bangalore,17-05-2025,28,Female,Electronics,1000,ABC Pvt Ltd,8491.5,-1508.5
ORD3002,24-04-2023,C450,P501,1,1500,0.1,Debit Card,Delivered,User_350,Bangalore,01-10-2023,30,Male,Electronics,1000,ABC Pvt Ltd,1350,350
ORD3003,15-02-2022,C411,P503,5,999,0.1,Upi,Returned,User_311,Bangalore,24-06-2025,45,Male,Fashion,600,ABC Pvt Ltd,4495.5,1495.5
ORD3004,05-09-2023,C543,P503,10,1500,0.1,Cod,Returned,User_443,Delhi,27-06-2023,28,Female,Fashion,600,ABC Pvt Ltd,13500,7500
ORD3005,05-10-2024,C597,P504,2,1500,0.1,Credit Card,Returned,User_497,Bangalore,03-01-2025,28,Female,Fashion,1200,Unknown,2700,300
ORD3006,26-10-2024,C259,P504,2,2500,0.15,Credit Card,Returned,User_159,Mumbai,25-04-2025,28,Male,Fashion,1200,Unknown,4250,1850
ORD3007,09-03-2022,C440,P501,1,2500,0.15,Cod,Returned,User_340,Bangalore,20-10-2024,45,Female,Electronics,1000,ABC Pvt Ltd,2125,1125
ORD3008,06-04-2025,C181,P502,1,999,0.1,Upi,Cancelled,User_81,Bangalore,08-01-2023,20,Male,Electronics,1800,XYZ Traders,899.1,-900.9
ORD3009,26-10-2025,C275,P504,1,999,0,Upi,Cancelled,User_175,Delhi,27-02-2025,28,Female,Fashion,1200,Unknown,999,-201
ORD3010,25-06-2024,C505,P501,10,2500,0,Cod,Delivered,User_405,Delhi,03-08-2022,20,Female,Electronics,1000,ABC Pvt Ltd,25000,15000
ORD3011,01-04-2025,C458,P505,10,1500,0.1,Upi,Cancelled,User_358,Bangalore,09-06-2025,28,Female,Home,2500,Global Corp,13500,-11500
ORD3012,20-10-2023,C598,P501,1,999,0.05,Credit Card,Cancelled,User_498,Bangalore,02-08-2024,20,Female,Electronics,1000,ABC Pvt Ltd,949.05,-50.95
ORD3013,05-12-2023,C300,P504,10,2500,0.15,Upi,Cancelled,User_200,Bangalore,28-03-2025,20,Male,Fashion,1200,Unknown,21250,9250
ORD3014,26-07-2025,C563,P502,2,1500,0,Credit Card,Delivered,User_463,Bangalore,04-10-2023,28,Female,Electronics,1800,XYZ Traders,3000,-600
ORD3015,03-06-2023,C324,P504,1,2500,0.05,Upi,Delivered,User_224,Mumbai,16-01-2023,28,Male,Fashion,1200,Unknown,2375,1175
ORD3016,20-06-2022,C377,P502,1,999,0.15,Cod,Delivered,User_277,Bangalore,31-05-2025,30,Male,Electronics,1800,XYZ Traders,849.15,-950.85
ORD3017,08-04-2024,C470,P505,2,1500,0.1,Debit Card,Delivered,User_370,Mumbai,13-02-2024,20,Female,Home,2500,Global Corp,2700,-2300
ORD3018,07-11-2023,C245,P505,1,999,0.1,Debit Card,Delivered,User_145,Bangalore,25-11-2023,45,Female,Home,2500,Global Corp,899.1,-1600.9
ORD3019,19-10-2022,C175,P505,1,1500,0.1,Upi,Delivered,User_75,Bangalore,01-10-2022,30,Female,Home,2500,Global Corp,1350,-1150
ORD3020,16-04-2023,C370,P501,10,1500,0.15,Credit Card,Cancelled,User_270,Bangalore,06-04-2023,30,Male,Electronics,1000,ABC Pvt Ltd,12750,2750
ORD3021,10-10-2025,C391,P505,5,999,0.1,Credit Card,Returned,User_291,Bangalore,22-03-2024,20,Male,Home,2500,Global Corp,4495.5,-8004.5
ORD3022,04-09-2022,C316,P504,1,999,0,Cod,Delivered,User_216,Bangalore,07-10-2025,30,Female,Fashion,1200,Unknown,999,-201
ORD3023,28-08-2024,C339,P503,2,2500,0.05,Debit Card,Delivered,User_239,Delhi,15-10-2025,30,Female,Fashion,600,ABC Pvt Ltd,4750,3550
ORD3024,28-01-2025,C483,P503,5,1500,0.05,Upi,Returned,User_383,Bangalore,12-03-2024,28,Female,Fashion,600,ABC Pvt Ltd,7125,4125
ORD3025,07-11-2022,C303,P503,10,999,0.1,Upi,Returned,User_203,Bangalore,18-11-2025,20,Male,Fashion,600,ABC Pvt Ltd,8991,2991
ORD3026,16-02-2023,C294,P505,1,1500,0.05,Credit Card,Cancelled,User_194,Bangalore,24-05-2024,30,Female,Home,2500,Global Corp,1425,-1075
ORD3027,24-10-2025,C463,P505,10,2500,0.15,Upi,Delivered,User_363,Mumbai,18-03-2022,28,Female,Home,2500,Global Corp,21250,-3750
ORD3028,08-12-2025,C112,P501,2,1500,0.1,Cod,Delivered,User_12,Mumbai,17-12-2023,45,Female,Electronics,1000,ABC Pvt Ltd,2700,700
ORD3029,27-01-2022,C377,P502,5,1500,0.1,Upi,Returned,User_277,Bangalore,31-05-2025,30,Male,Electronics,1800,XYZ Traders,6750,-2250
ORD3030,25-03-2023,C320,P504,1,999,0.1,Debit Card,Returned,User_220,Bangalore,29-11-2025,28,Male,Fashion,1200,Unknown,899.1,-300.9
ORD3031,06-05-2022,C241,P505,1,1500,0.05,Credit Card,Cancelled,User_141,Bangalore,04-06-2023,28,Male,Home,2500,Global Corp,1425,-1075
ORD3032,16-12-2023,C182,P502,10,999,0.15,Credit Card,Delivered,User_82,Bangalore,26-10-2024,28,Male,Electronics,1800,XYZ Traders,8491.5,-9508.5
ORD3033,22-02-2022,C245,P502,10,999,0.1,Debit Card,Delivered,User_145,Bangalore,25-11-2023,45,Female,Electronics,1800,XYZ Traders,8991,-9009
ORD3034,04-09-2025,C582,P505,2,1500,0,Upi,Delivered,User_482,Bangalore,23-02-2024,28,Female,Home,2500,Global Corp,3000,-2000
ORD3035,16-06-2022,C475,P502,1,1500,0,Upi,Cancelled,User_375,Bangalore,10-12-2025,45,Female,Electronics,1800,XYZ Traders,1500,-300
ORD3036,25-04-2024,C358,P503,1,2500,0.05,Credit Card,Delivered,User_258,Mumbai,02-04-2025,28,Female,Fashion,600,ABC Pvt Ltd,2375,1775
ORD3037,16-09-2024,C110,P503,10,1500,0,Cod,Returned,User_10,Delhi,09-09-2023,20,Female,Fashion,600,ABC Pvt Ltd,15000,9000
ORD3038,28-11-2023,C225,P505,2,1500,0.15,Credit Card,Delivered,User_125,Mumbai,30-09-2024,45,Female,Home,2500,Global Corp,2550,-2450
ORD3039,16-03-2024,C380,P504,5,1500,0,Upi,Delivered,User_280,Mumbai,18-01-2024,30,Male,Fashion,1200,Unknown,7500,1500
ORD3040,27-11-2024,C144,P503,5,999,0.1,Upi,Cancelled,User_44,Delhi,12-03-2022,28,Male,Fashion,600,ABC Pvt Ltd,4495.5,1495.5
ORD3041,28-10-2022,C415,P501,10,999,0.05,Upi,Delivered,User_315,Bangalore,23-01-2025,28,Female,Electronics,1000,ABC Pvt Ltd,9490.5,-509.5
ORD3042,21-10-2022,C309,P503,5,2500,0,Debit Card,Returned,User_209,Delhi,09-02-2024,45,Male,Fashion,600,ABC Pvt Ltd,12500,9500
ORD3043,26-11-2023,C458,P505,5,999,0.15,Cod,Delivered,User_358,Bangalore,09-06-2025,28,Female,Home,2500,Global Corp,4245.75,-8254.25
ORD3044,01-07-2023,C537,P504,1,2500,0.1,Cod,Cancelled,User_437,Mumbai,22-01-2025,45,Female,Fashion,1200,Unknown,2250,1050
ORD3045,25-07-2024,C262,P502,2,1500,0.15,Upi,Delivered,User_162,Mumbai,04-10-2022,28,Male,Electronics,1800,XYZ Traders,2550,-1050
ORD3046,02-08-2023,C192,P504,10,1500,0,Debit Card,Delivered,User_92,Bangalore,17-06-2023,20,Male,Fashion,1200,Unknown,15000,3000
ORD3047,06-07-2024,C157,P504,5,2500,0.05,Upi,Delivered,User_57,Delhi,06-02-2023,30,Male,Fashion,1200,Unknown,11875,5875
ORD3048,26-01-2022,C189,P502,1,999,0.15,Debit Card,Delivered,User_89,Mumbai,06-11-2023,28,Female,Electronics,1800,XYZ Traders,849.15,-950.85
ORD3049,18-09-2025,C459,P502,10,1500,0.15,Debit Card,Returned,User_359,Bangalore,12-10-2024,45,Female,Electronics,1800,XYZ Traders,12750,-5250
ORD3050,18-06-2025,C403,P504,5,2500,0.1,Cod,Delivered,User_303,Delhi,19-02-2025,28,Male,Fashion,1200,Unknown,11250,5250
ORD3051,08-11-2022,C590,P505,1,1500,0.15,Cod,Delivered,User_490,Delhi,10-05-2023,45,Female,Home,2500,Global Corp,1275,-1225
ORD3052,04-01-2024,C127,P503,10,2500,0.1,Cod,Cancelled,User_27,Delhi,25-06-2023,28,Male,Fashion,600,ABC Pvt Ltd,22500,16500
ORD3053,11-04-2025,C582,P505,1,1500,0.1,Credit Card,Delivered,User_482,Bangalore,23-02-2024,28,Female,Home,2500,Global Corp,1350,-1150
ORD3054,12-09-2023,C256,P503,1,999,0.15,Debit Card,Delivered,User_156,Delhi,12-10-2025,28,Female,Fashion,600,ABC Pvt Ltd,849.15,249.15
ORD3055,27-09-2022,C286,P504,10,2500,0,Cod,Returned,User_186,Bangalore,18-04-2023,28,Female,Fashion,1200,Unknown,25000,13000
ORD3056,11-08-2024,C548,P503,1,1500,0.1,Debit Card,Returned,User_448,Bangalore,16-09-2022,45,Male,Fashion,600,ABC Pvt Ltd,1350,750
ORD3057,22-04-2024,C388,P501,5,1500,0.15,Cod,Delivered,User_288,Delhi,13-12-2024,28,Female,Electronics,1000,ABC Pvt Ltd,6375,1375
ORD3058,18-08-2023,C204,P505,10,2500,0.1,Credit Card,Returned,User_104,Delhi,30-10-2024,20,Male,Home,2500,Global Corp,22500,-2500
ORD3059,15-07-2025,C202,P504,1,999,0.15,Upi,Cancelled,User_102,Bangalore,17-02-2025,30,Female,Fashion,1200,Unknown,849.15,-350.85
ORD3060,10-05-2024,C418,P505,1,999,0.1,Upi,Returned,User_318,Bangalore,24-07-2022,28,Male,Home,2500,Global Corp,899.1,-1600.9
ORD3061,14-10-2022,C463,P503,1,2500,0.05,Credit Card,Delivered,User_363,Mumbai,18-03-2022,28,Female,Fashion,600,ABC Pvt Ltd,2375,1775
ORD3062,01-01-2023,C323,P504,1,1500,0.05,Upi,Returned,User_223,Bangalore,11-08-2023,28,Male,Fashion,1200,Unknown,1425,225
ORD3063,10-04-2023,C170,P505,5,2500,0,Credit Card,Delivered,User_70,Delhi,25-09-2025,30,Male,Home,2500,Global Corp,12500,0
ORD3064,05-09-2023,C184,P503,10,1500,0.1,Cod,Delivered,User_84,Delhi,23-06-2025,20,Male,Fashion,600,ABC Pvt Ltd,13500,7500
ORD3065,09-03-2023,C292,P504,2,2500,0.05,Upi,Returned,User_192,Delhi,06-07-2025,45,Male,Fashion,1200,Unknown,4750,2350
ORD3066,20-05-2024,C299,P502,1,999,0.05,Upi,Delivered,User_199,Delhi,07-12-2023,28,Male,Electronics,1800,XYZ Traders,949.05,-850.95
ORD3067,01-09-2022,C351,P501,1,2500,0.05,Debit Card,Delivered,User_251,Mumbai,31-07-2025,45,Male,Electronics,1000,ABC Pvt Ltd,2375,1375
ORD3068,18-03-2023,C366,P503,2,2500,0,Cod,Delivered,User_266,Bangalore,15-01-2024,45,Male,Fashion,600,ABC Pvt Ltd,5000,3800
ORD3069,05-08-2025,C150,P502,5,2500,0.05,Credit Card,Delivered,User_50,Mumbai,29-07-2025,20,Male,Electronics,1800,XYZ Traders,11875,2875
ORD3070,22-06-2023,C297,P504,10,2500,0.05,Cod,Cancelled,User_197,Mumbai,10-10-2023,28,Female,Fashion,1200,Unknown,23750,11750
ORD3071,03-04-2022,C469,P503,5,1500,0.05,Debit Card,Delivered,User_369,Mumbai,31-03-2024,28,Male,Fashion,600,ABC Pvt Ltd,7125,4125
ORD3072,30-11-2022,C540,P503,5,2500,0.05,Debit Card,Delivered,User_440,Delhi,18-06-2022,30,Male,Fashion,600,ABC Pvt Ltd,11875,8875
ORD3073,27-07-2022,C196,P505,1,999,0.1,Debit Card,Delivered,User_96,Mumbai,25-03-2023,28,Female,Home,2500,Global Corp,899.1,-1600.9
ORD3074,23-01-2024,C223,P504,5,1500,0.15,Credit Card,Delivered,User_123,Delhi,26-12-2025,45,Female,Fashion,1200,Unknown,6375,375
ORD3075,31-10-2025,C190,P503,5,999,0.1,Debit Card,Returned,User_90,Delhi,01-02-2024,30,Female,Fashion,600,ABC Pvt Ltd,4495.5,1495.5
ORD3076,19-07-2024,C357,P504,5,999,0.15,Debit Card,Cancelled,User_257,Mumbai,20-02-2023,45,Male,Fashion,1200,Unknown,4245.75,-1754.25
ORD3077,22-05-2023,C358,P504,1,1500,0,Upi,Cancelled,User_258,Mumbai,02-04-2025,28,Female,Fashion,1200,Unknown,1500,300
ORD3078,29-07-2022,C154,P503,2,1500,0,Cod,Returned,User_54,Delhi,24-06-2024,30,Female,Fashion,600,ABC Pvt Ltd,3000,1800
ORD3079,01-06-2023,C304,P501,10,1500,0,Upi,Delivered,User_204,Mumbai,28-05-2023,28,Female,Electronics,1000,ABC Pvt Ltd,15000,5000
ORD3080,01-02-2025,C362,P504,2,2500,0,Credit Card,Cancelled,User_262,Bangalore,29-09-2025,28,Male,Fashion,1200,Unknown,5000,2600
ORD3081,18-06-2024,C538,P504,1,2500,0,Upi,Cancelled,User_438,Bangalore,18-02-2025,28,Female,Fashion,1200,Unknown,2500,1300
ORD3082,25-03-2025,C483,P503,1,1500,0.05,Credit Card,Returned,User_383,Bangalore,12-03-2024,28,Female,Fashion,600,ABC Pvt Ltd,1425,825
ORD3083,27-09-2024,C270,P502,5,1500,0,Debit Card,Delivered,User_170,Mumbai,06-05-2025,45,Female,Electronics,1800,XYZ Traders,7500,-1500
ORD3084,28-07-2023,C163,P503,2,2500,0.1,Upi,Cancelled,User_63,Delhi,11-05-2023,30,Female,Fashion,600,ABC Pvt Ltd,4500,3300
ORD3085,04-09-2023,C316,P505,2,1500,0.1,Upi,Delivered,User_216,Bangalore,07-10-2025,30,Female,Home,2500,Global Corp,2700,-2300
ORD3086,27-11-2024,C260,P501,2,2500,0.05,Debit Card,Returned,User_160,Delhi,27-01-2022,28,Male,Electronics,1000,ABC Pvt Ltd,4750,2750
ORD3087,02-10-2022,C489,P505,5,1500,0,Cod,Delivered,User_389,Delhi,20-02-2024,30,Male,Home,2500,Global Corp,7500,-5000
ORD3088,31-10-2023,C380,P502,5,999,0.15,Credit Card,Delivered,User_280,Mumbai,18-01-2024,30,Male,Electronics,1800,XYZ Traders,4245.75,-4754.25
ORD3089,21-11-2022,C254,P502,5,999,0.1,Cod,Cancelled,User_154,Delhi,16-12-2023,28,Female,Electronics,1800,XYZ Traders,4495.5,-4504.5
ORD3090,12-07-2022,C273,P504,5,2500,0.05,Credit Card,Delivered,User_173,Mumbai,05-11-2023,28,Female,Fashion,1200,Unknown,11875,5875
ORD3091,04-10-2023,C100,P503,2,1500,0.1,Upi,Delivered,User_0,Bangalore,29-04-2023,28,Male,Fashion,600,ABC Pvt Ltd,2700,1500
ORD3092,11-10-2023,C588,P501,10,1500,0.15,Credit Card,Returned,User_488,Bangalore,11-08-2022,28,Male,Electronics,1000,ABC Pvt Ltd,12750,2750
ORD3093,07-07-2023,C285,P501,2,1500,0.05,Credit Card,Delivered,User_185,Delhi,12-07-2023,45,Male,Electronics,1000,ABC Pvt Ltd,2850,850
ORD3094,23-02-2025,C127,P501,5,2500,0.15,Cod,Cancelled,User_27,Delhi,25-06-2023,28,Male,Electronics,1000,ABC Pvt Ltd,10625,5625
ORD3095,19-09-2022,C184,P501,2,1500,0,Credit Card,Returned,User_84,Delhi,23-06-2025,20,Male,Electronics,1000,ABC Pvt Ltd,3000,1000
ORD3096,07-12-2024,C380,P502,1,1500,0.15,Debit Card,Cancelled,User_280,Mumbai,18-01-2024,30,Male,Electronics,1800,XYZ Traders,1275,-525
ORD3097,11-02-2023,C383,P501,5,1500,0.05,Debit Card,Returned,User_283,Delhi,16-05-2023,30,Female,Electronics,1000,ABC Pvt Ltd,7125,2125
ORD3098,01-11-2024,C495,P501,10,1500,0,Cod,Delivered,User_395,Mumbai,04-02-2025,30,Female,Electronics,1000,ABC Pvt Ltd,15000,5000
ORD3099,22-01-2023,C412,P504,2,2500,0.05,Credit Card,Returned,User_312,Mumbai,20-09-2025,28,Male,Fashion,1200,Unknown,4750,2350
ORD3100,23-06-2022,C162,P503,2,1500,0.05,Upi,Delivered,User_62,Mumbai,11-05-2024,30,Female,Fashion,600,ABC Pvt Ltd,2850,1650
ORD3101,13-06-2025,C156,P504,5,1500,0,Cod,Delivered,User_56,Bangalore,17-02-2023,20,Male,Fashion,1200,Unknown,7500,1500
ORD3102,09-03-2022,C358,P504,1,1500,0.05,Debit Card,Delivered,User_258,Mumbai,02-04-2025,28,Female,Fashion,1200,Unknown,1425,225
ORD3103,22-10-2025,C236,P504,10,999,0.15,Credit Card,Delivered,User_136,Delhi,11-01-2023,45,Female,Fashion,1200,Unknown,8491.5,-3508.5
ORD3104,25-01-2024,C580,P505,2,999,0.05,Cod,Cancelled,User_480,Mumbai,19-04-2024,28,Female,Home,2500,Global Corp,1898.1,-3101.9
ORD3105,24-07-2025,C408,P505,10,1500,0.1,Cod,Returned,User_308,Bangalore,23-03-2023,30,Female,Home,2500,Global Corp,13500,-11500
ORD3106,17-11-2025,C378,P502,1,1500,0.05,Upi,Cancelled,User_278,Mumbai,13-07-2024,30,Male,Electronics,1800,XYZ Traders,1425,-375
ORD3107,13-11-2023,C340,P503,10,1500,0.1,Upi,Cancelled,User_240,Bangalore,01-07-2024,28,Male,Fashion,600,ABC Pvt Ltd,13500,7500
ORD3108,30-10-2024,C178,P505,10,1500,0.1,Debit Card,Delivered,User_78,Bangalore,04-08-2022,28,Female,Home,2500,Global Corp,13500,-11500
ORD3109,02-07-2025,C568,P503,2,999,0,Cod,Delivered,User_468,Delhi,01-07-2023,28,Male,Fashion,600,ABC Pvt Ltd,1998,798
ORD3110,24-12-2022,C376,P505,1,1500,0,Credit Card,Cancelled,User_276,Delhi,22-07-2024,45,Female,Home,2500,Global Corp,1500,-1000
ORD3111,08-06-2025,C461,P504,1,1500,0.05,Upi,Cancelled,User_361,Bangalore,08-02-2023,28,Female,Fashion,1200,Unknown,1425,225
ORD3112,31-01-2023,C355,P501,2,999,0.1,Credit Card,Returned,User_255,Bangalore,20-01-2023,28,Male,Electronics,1000,ABC Pvt Ltd,1798.2,-201.8
ORD3113,17-01-2023,C550,P504,10,1500,0.15,Upi,Returned,User_450,Delhi,19-12-2025,28,Male,Fashion,1200,Unknown,12750,750
ORD3114,20-05-2025,C288,P505,5,2500,0.15,Upi,Returned,User_188,Delhi,12-12-2022,20,Male,Home,2500,Global Corp,10625,-1875
ORD3115,20-11-2023,C385,P501,1,1500,0,Cod,Returned,User_285,Delhi,07-05-2022,20,Female,Electronics,1000,ABC Pvt Ltd,1500,500
ORD3116,25-10-2023,C339,P505,5,2500,0.15,Debit Card,Delivered,User_239,Delhi,15-10-2025,30,Female,Home,2500,Global Corp,10625,-1875
ORD3117,01-06-2024,C202,P503,1,1500,0.15,Debit Card,Returned,User_102,Bangalore,17-02-2025,30,Female,Fashion,600,ABC Pvt Ltd,1275,675
ORD3118,12-12-2022,C313,P504,2,1500,0.15,Credit Card,Returned,User_213,Mumbai,19-08-2025,30,Male,Fashion,1200,Unknown,2550,150
ORD3119,18-02-2025,C414,P504,5,1500,0.1,Credit Card,Delivered,User_314,Mumbai,07-08-2023,28,Female,Fashion,1200,Unknown,6750,750
ORD3120,21-05-2024,C152,P502,1,1500,0.1,Upi,Delivered,User_52,Delhi,03-12-2024,28,Female,Electronics,1800,XYZ Traders,1350,-450
ORD3121,10-11-2024,C502,P505,5,999,0.15,Credit Card,Cancelled,User_402,Bangalore,01-05-2023,28,Female,Home,2500,Global Corp,4245.75,-8254.25
ORD3122,09-05-2023,C219,P504,5,1500,0.15,Upi,Returned,User_119,Bangalore,16-06-2025,45,Male,Fashion,1200,Unknown,6375,375
ORD3123,28-11-2024,C430,P505,10,1500,0.05,Upi,Delivered,User_330,Bangalore,25-12-2025,45,Female,Home,2500,Global Corp,14250,-10750
ORD3124,09-10-2022,C450,P501,10,1500,0.1,Debit Card,Cancelled,User_350,Bangalore,01-10-2023,30,Male,Electronics,1000,ABC Pvt Ltd,13500,3500
ORD3125,04-07-2023,C388,P503,2,999,0,Upi,Cancelled,User_288,Delhi,13-12-2024,28,Female,Fashion,600,ABC Pvt Ltd,1998,798
ORD3126,17-05-2022,C359,P501,5,1500,0.1,Cod,Cancelled,User_259,Delhi,16-11-2025,30,Female,Electronics,1000,ABC Pvt Ltd,6750,1750
ORD3127,11-04-2023,C486,P505,5,1500,0.1,Cod,Returned,User_386,Bangalore,14-12-2022,20,Female,Home,2500,Global Corp,6750,-5750
ORD3128,13-04-2023,C288,P502,1,999,0,Credit Card,Delivered,User_188,Delhi,12-12-2022,20,Male,Electronics,1800,XYZ Traders,999,-801
ORD3129,26-08-2025,C184,P504,5,999,0.15,Upi,Delivered,User_84,Delhi,23-06-2025,20,Male,Fashion,1200,Unknown,4245.75,-1754.25
ORD3130,22-06-2025,C267,P503,1,1500,0.05,Upi,Returned,User_167,Mumbai,18-01-2023,20,Female,Fashion,600,ABC Pvt Ltd,1425,825
ORD3131,27-06-2024,C121,P502,2,999,0.05,Upi,Returned,User_21,Delhi,29-05-2022,20,Male,Electronics,1800,XYZ Traders,1898.1,-1701.9
ORD3132,30-06-2022,C279,P504,10,1500,0.05,Debit Card,Cancelled,User_179,Delhi,24-01-2024,45,Female,Fashion,1200,Unknown,14250,2250
ORD3133,17-09-2025,C367,P504,1,999,0.05,Upi,Delivered,User_267,Mumbai,06-06-2022,20,Female,Fashion,1200,Unknown,949.05,-250.95
ORD3134,17-11-2024,C129,P504,1,999,0.1,Cod,Delivered,User_29,Delhi,23-11-2024,28,Male,Fashion,1200,Unknown,899.1,-300.9
ORD3135,20-09-2022,C290,P505,1,2500,0.05,Upi,Delivered,User_190,Delhi,17-06-2024,30,Male,Home,2500,Global Corp,2375,-125
ORD3136,25-07-2022,C211,P503,5,1500,0,Upi,Cancelled,User_111,Delhi,20-02-2024,45,Female,Fashion,600,ABC Pvt Ltd,7500,4500
ORD3137,29-03-2025,C119,P503,1,999,0.1,Cod,Delivered,User_19,Mumbai,08-12-2025,28,Female,Fashion,600,ABC Pvt Ltd,899.1,299.1
